name,rating,price_level,distance_km,total_reviews
West Pamelaville Matthews Tapas,4.9,2,10.56,9
Frenchberg Powell Lounge,4.6,2,14.38,14
Douglaschester Joseph Diner,4.6,2,11.74,39
New Kristenmouth Hardin Bar,4.3,1,10.14,36
Lake Toddstad Roberson Diner,4.0,1,8.22,20
Boylestad Martin Bakery,4.2,1,0.9,86
Alechaven Francis Tapas,4.6,4,7.89,429
Hickmanborough Jordan Diner,4.6,4,6.45,59
East Tony Lane Bistro,3.4,2,7.62,41
Port Davidborough Adams Grill,4.8,3,4.44,26
Mooreside Parsons Tapas,4.4,2,13.54,32
Marychester Mejia Bakery,4.8,1,12.02,19
Sandrahaven Hall Bar,4.7,3,10.77,29
Teresabury Gibson Eatery,4.4,2,11.18,306
North Scott Martinez Bakery,4.7,1,3.9,7
Johnborough Moore Tapas,4.6,1,11.8,16
Danielbury Mitchell Café,3.6,2,8.04,32
New Kevintown Peterson Bakery,4.7,4,10.08,330
Smithport Gonzalez Eatery,4.2,3,9.23,40
Coreyberg Barker Eatery,3.6,2,6.1,184
New Sarafort Edwards Diner,3.6,2,10.16,11
Millerchester Wilson Kitchen,4.7,3,6.6,11
Lake Jacqueline Mendez Café,4.6,1,8.88,7
Arianashire Rose Eatery,4.6,0,10.52,105
Micheleberg Gutierrez Kitchen,3.9,3,7.69,18
Morrisonchester Howell House,4.3,3,5.29,5
South Amandaview Hardy Tapas,4.8,2,1.74,84
New Austin Hood Bakery,4.5,2,6.51,67
Stephenland Cook Diner,4.4,1,13.29,87
West Angela Stephens Bar,4.6,3,9.55,34
South Bobby Johnson Bar,4.3,2,12.58,96
Lake Sherryborough Gray Bar,3.9,3,5.91,10
South Vincentview Cross House,4.4,2,8.29,59
West Kyle Hamilton Café,4.1,2,3.87,13
South Raymond Garza Tapas,4.6,3,9.35,14
West Joelside Chavez Grill,3.9,1,11.06,83
Westmouth Craig Kitchen,3.9,1,4.36,219
East Debra Allen Bistro,4.4,3,10.16,8
Debbieside Bennett House,4.3,2,12.45,25
East Wesley Burgess Grill,4.7,1,4.65,43
New Jenniferberg Lawrence Eatery,3.8,3,10.61,67
Andersonshire Schwartz House,4.3,2,9.95,81
West Kimberly Newman Bar,4.5,1,6.47,17
Bendermouth Brown Café,4.1,3,10.45,454
Port Chadton Davis Lounge,4.4,1,3.14,120
Priceside Fletcher House,3.6,2,9.63,12
Williamschester Daniels Café,4.7,2,5.51,10
New Juanfort Thompson Diner,4.2,1,6.78,74
South Larry Long Bistro,4.6,4,4.56,35
Danielleland Ferguson Tapas,4.1,2,6.02,5
Bonniefurt Roberts Café,3.5,2,6.67,8
East Melvin Lyons Bakery,3.8,1,5.02,7
Chrisfurt Short Tapas,4.5,1,1.2,16
South James Smith Kitchen,4.8,1,5.02,34
North Jerome Robinson Diner,4.3,2,1.69,13
Mitchellfurt Myers Bistro,3.8,2,9.66,38
West Jadeville Frazier Tapas,4.8,1,7.66,7
Robertborough Jones Lounge,4.7,1,1.0,96
Jonesview Peters Diner,4.5,3,9.97,37
Blackton Cox Lounge,3.3,2,8.63,24
New Joyce Davis Café,4.7,2,8.93,73
South Amanda Oconnor Tapas,4.5,4,11.47,39
North Mollymouth Carr Bar,4.2,3,7.01,19
Kimberlyton Gallegos Tapas,4.1,4,1.22,37
Smithside Brewer House,4.0,3,5.62,26
New Jeremytown Moore Bakery,4.3,1,10.04,51
Williamfurt Carrillo Bistro,4.8,1,4.09,33
Port Ronald Dominguez Grill,4.5,3,9.87,10
Veronicaside Brown Bakery,4.2,3,6.9,269
West Timothy Dickson Bistro,3.5,2,5.47,14
East Jesus Barker Kitchen,3.4,2,7.21,8
Fordfort Lyons Diner,4.8,2,7.89,37
Port Lisaborough Edwards Bakery,4.1,3,4.05,9
Cummingsborough Bell Diner,4.2,1,3.65,17
East Sherry Brown Tapas,4.8,1,8.73,153
Tammymouth Hardy Lounge,4.2,1,11.26,20
Jimenezburgh Jackson Tapas,3.4,1,11.79,49
Halemouth Anderson Diner,2.7,3,3.01,127
Port Marietown Harris Café,4.5,3,9.73,153
Edwardmouth Richardson Café,4.3,3,7.27,11
West Patrick Hayden Diner,4.1,1,8.3,54
Bethanyshire Hart Bar,4.4,2,11.28,258
South Teresaville Russell Bakery,4.7,2,6.68,14
North Keith Murphy Tapas,4.5,2,10.09,11
Lake Heather Russo Grill,3.7,3,9.85,11
Alyssaton Knight Grill,4.4,2,8.89,11
Tapiaside Cooper Bakery,4.2,2,12.14,71
Isabellastad Perez Grill,3.9,1,7.63,79
West Staceyport Mason Diner,4.5,2,10.75,42
Hamptonside Hawkins Kitchen,4.4,0,8.59,94
Lake Natalie Parks Eatery,4.6,2,4.51,8
East Lisa Gonzalez Diner,4.9,3,13.48,12
Smithfort Turner Grill,4.1,3,8.11,39
New Eric Clarke Diner,4.9,2,12.23,30
North Christopherbury Turner Bar,3.3,1,13.38,66
Lake Nicole Frost Tapas,4.9,1,11.14,48
North Kyle Taylor Diner,4.7,1,5.15,26
Alishamouth Byrd Lounge,4.3,3,7.65,27
Davidfurt Garner Diner,4.3,3,5.47,21
Williamsshire Bailey Bistro,4.2,2,5.69,7
South William Johnston Tapas,3.4,3,9.96,5
North Perry Lawson House,4.1,0,12.31,67
Lake Brenda Thompson Lounge,3.8,1,8.96,67
Willisstad Watkins Bar,4.4,1,7.79,19
West Nicholasbury Evans Kitchen,4.2,4,10.52,12
Davidton Miller Diner,5.0,2,10.13,96
Castilloport Cook Eatery,4.3,2,7.7,17
South Loretta Hendrix Bakery,3.7,0,13.46,74
Lake Cheryl Harmon House,4.3,1,10.37,20
Scottview Perez Tapas,4.7,1,7.47,128
Williamview Smith Grill,4.0,1,5.02,155
North Matthewport Warren Diner,4.2,0,6.97,57
Krystalside Hale Bakery,4.1,1,7.7,48
Kristibury Carter Eatery,4.2,1,9.89,24
North Kevinview Hill Tapas,3.7,3,11.44,26
East Robert Adams House,4.4,1,6.1,13
Nicoleshire Suarez House,4.0,1,9.75,15
Port Samanthaport Burch Café,3.6,3,5.86,394
Taylorborough Robinson Bakery,4.7,3,8.35,9
Jamesfurt Hall Grill,3.5,4,6.76,15
West Eric Silva Eatery,4.7,1,5.27,5
Port Jessica Garcia Diner,4.5,2,10.3,179
Robinmouth Martinez House,4.5,2,12.62,100
Georgemouth Wallace Bakery,3.1,3,4.02,96
South Stephaniemouth Salas Grill,4.4,2,7.97,19
East Benjamin Ortiz Bistro,4.5,1,6.63,44
Taylorside Brown House,3.9,2,7.12,16
Gracefurt Vaughn Kitchen,3.5,2,10.27,85
Loriport Jacobs Kitchen,4.2,2,8.72,75
New Lisa Stone Grill,4.5,2,10.04,40
Timothyton Lewis Lounge,4.1,0,8.57,18
Vincentshire Campbell Eatery,4.5,3,9.49,120
Bradybury White Café,4.8,1,3.23,5
Susanmouth Cooper Kitchen,4.7,0,5.42,28
East Jennifershire Rogers Diner,3.4,3,11.81,61
Ramirezview Howell Café,4.4,1,8.5,605
East Samantha White Eatery,3.8,2,10.31,125
Christinemouth Perez Bar,4.3,2,11.12,545
New Benjaminhaven Garcia Eatery,4.1,1,9.69,34
Laurachester Russell Kitchen,3.9,2,7.59,313
Williamchester Perez Tapas,4.3,1,2.09,54
Mckayburgh Gibson Tapas,4.3,1,10.74,82
Port Taylorville Bowman House,4.0,1,11.25,267
Diazport Schmitt Eatery,4.4,2,10.87,83
Travisfort Smith Diner,4.2,2,6.43,34
Port Marcusside Jones Grill,4.5,1,5.57,295
Mayshaven Lee Bar,4.3,2,11.15,7
Port Melissa Levine Café,3.8,2,3.52,86
South Dawnshire Freeman Diner,4.7,1,11.58,23
Mayobury Schmidt Eatery,4.2,2,10.07,7
South Craigberg Holmes Eatery,4.7,1,10.74,80
Port Tonya Clark Diner,4.3,3,7.64,136
Murphyberg Colon House,4.6,1,4.9,18
South Joshuatown Davis Café,4.4,3,1.6,70
Davisborough Cortez Lounge,4.4,3,10.09,33
Bellfort Ramos Tapas,4.4,2,9.86,45
Boydtown Campbell Bakery,4.2,1,13.0,21
East Keithport Wilson Kitchen,4.3,2,6.44,69
South Julie Schwartz Lounge,4.0,3,5.11,21
South Emilyshire Cooper Bistro,4.3,4,9.57,32
Amandaville Diaz Diner,4.4,2,3.21,126
East Johnfort Moore Lounge,4.5,1,7.6,5
East Destinyburgh Lewis House,4.4,2,6.92,69
Brownburgh Jones Eatery,4.7,2,12.85,43
Port Roy Figueroa Bistro,4.6,2,6.48,78
Tammytown Miller Kitchen,3.9,1,9.77,172
North Shannon Wilkerson Kitchen,4.3,1,10.39,13
East Carriestad Norris Kitchen,4.4,2,5.64,17
Collinsport Wright Grill,4.9,0,3.32,17
Ashleyborough Morales Bar,4.4,2,12.93,15
Lake Allisonburgh Bradford Bakery,3.9,2,5.95,12
East Jason Lee Diner,4.4,2,10.08,26
New Lori Salazar Bakery,3.7,3,2.93,31
New Michaelside Smith Bakery,4.5,3,3.95,26
Cabreraview Hansen Diner,4.1,2,6.08,37
New Ericborough Gomez Eatery,4.0,1,12.98,34
North Michaelland Williams Grill,3.5,2,7.08,20
Port Andrew Sawyer House,4.1,4,8.38,43
North Candice Collins Kitchen,4.7,2,9.65,19
North Marcshire Perez Grill,4.1,2,11.07,101
South Pamelaville Willis Grill,4.2,3,10.5,19
Leeburgh Harris Café,4.4,1,10.78,30
Reyesview Williams Grill,4.9,3,14.15,59
East Thomasland Powell Bistro,4.7,0,8.96,10
Rochaport Kim Bar,4.8,2,9.05,52
West Sara Pham Grill,4.7,1,7.59,182
Traceyport Brennan Kitchen,4.0,0,9.31,27
Greenland Brown Bakery,4.9,3,4.77,110
Andrehaven Farmer Eatery,4.6,2,13.58,8
West Cynthialand Richards Lounge,4.0,3,5.97,54
East Timchester Adams Tapas,4.1,2,10.08,5
Owenton Orr Lounge,3.8,3,8.67,37
Harringtonfort Boyd House,3.7,2,12.63,475
Phyllisburgh Grant Diner,4.3,0,11.01,17
South Marcus Madden Bakery,4.4,2,5.0,34
Christinamouth Brock Grill,4.8,1,3.92,76
West Cheryl Phelps Bistro,4.4,2,12.9,15
Solomonview Monroe Bistro,4.0,2,13.66,27
Jessechester Henson Eatery,4.3,1,7.2,45
North Kristin Morris Bakery,4.3,1,6.5,39
Johnland Clark Eatery,4.4,2,7.83,219
Port Beth Maynard Lounge,4.7,3,8.11,83
Wolfeland Stevens Eatery,4.7,3,11.64,104
Hammondside Johnson Bistro,4.0,4,2.25,50
East Heidi Fitzgerald Bistro,4.9,2,11.59,24
Walkermouth Thompson Café,4.4,3,6.9,23
New Christopher Hughes Tapas,4.8,3,8.72,5
South Jonathanton Morton Grill,4.4,1,9.04,37
Lake Lisa Gonzales Kitchen,3.5,4,0.7,48
Higginsfurt Sherman Eatery,2.9,2,12.64,8
New Kerriburgh Robbins Bakery,4.1,3,5.91,13
Jamesville Myers House,3.8,1,5.75,94
Kellyborough Jones Bistro,4.8,2,12.58,77
Williamsburgh Moore Diner,3.4,4,5.83,33
South Masonshire Tapia Bar,4.3,3,13.43,21
Camposhaven Jones Eatery,4.8,0,4.57,177
Castillotown Taylor Bakery,4.5,1,9.24,721
Michelleport Mitchell Bakery,4.1,1,9.24,145
Dyerstad Juarez Bistro,3.9,3,9.94,19
West Davidville Rivera Bar,3.1,2,10.46,5
Matthewtown Macdonald Diner,4.6,1,11.37,5
South Sarahshire Rodriguez Eatery,3.5,2,10.59,35
Lake Christopherland Smith Diner,4.6,4,8.96,22
Lake Mitchell Scott Bar,4.7,1,9.2,13
East Marissa Bauer House,4.7,4,4.68,28
South Jennifer Young Diner,4.8,2,10.15,5
Carolynview Gray Café,4.1,3,12.55,14
Danielshire Wood Bar,4.7,2,4.19,355
New Aprilfurt Small Tapas,4.6,1,7.08,22
Elijahshire Peterson Diner,4.5,1,6.5,9
North William Holt Bakery,4.5,2,13.33,64
North Rebeccachester Adams Kitchen,4.8,2,10.78,89
Lake Leefurt Steele Eatery,3.9,2,9.22,331
New Taylor Daniel Eatery,4.6,3,13.72,76
South Ryan Norman Tapas,4.4,2,13.27,41
Langton Miller Kitchen,4.7,2,9.53,9
New Johnview Moore Bar,4.4,3,8.45,17
South Laurenberg Vargas Bakery,4.5,2,14.06,112
Davidborough Cross Grill,3.7,1,6.63,58
Rickytown Anderson House,4.1,3,1.75,15
Danielland George Eatery,3.6,1,6.73,9
South Gabrielle Maldonado Lounge,3.9,2,7.05,95
Russellbury Fuentes Bistro,4.6,2,3.96,66
East Morganmouth Franklin Bakery,4.7,1,7.2,45
Lake Janice Lynch Lounge,3.7,2,10.1,23
West Paige Garcia Tapas,4.6,1,7.23,5
East Francis Smith Diner,4.5,2,8.43,22
New Ashleyfort Adams Bistro,4.6,2,11.54,203
Christopherburgh Gomez Bistro,4.6,2,5.98,105
North Matthew Mora Kitchen,4.1,1,11.13,108
Angelaport Morris Bakery,4.8,2,9.22,155
Port Jeantown Smith Bakery,4.0,1,5.37,75
Garciafort Cochran Bistro,4.7,2,7.33,66
Shannonville Joseph Bakery,4.4,2,10.39,39
Allenstad Jackson House,4.1,2,11.34,13
New Brianna Christian Bistro,4.4,2,11.61,32
Annettefort Anthony Kitchen,3.5,2,7.32,19
Davisbury Smith House,4.1,1,9.27,108
Adamstown Wilson Tapas,4.1,2,13.05,331
Port Alexis Miller Lounge,4.7,1,8.57,35
Lake Wayne Mckinney Grill,3.9,2,5.59,27
Markport Bell Café,3.7,0,13.2,5
Gonzalezport Spencer Bistro,3.9,2,5.2,38
Lake Megan Bryant Diner,4.3,0,9.92,30
Martinezview Griffith Bistro,4.6,2,12.81,35
North Mario Johnson Grill,3.9,1,6.46,65
West Russellchester Stephens Bistro,4.8,2,4.39,29
Lucasville Hale Tapas,4.5,1,1.42,5
New Laurenton Brown Bar,4.3,3,8.24,32
Lake Alexandra Vaughn Tapas,3.6,1,9.96,43
South Jamesview Davis Tapas,4.7,3,9.98,107
Lake Robert Craig Bakery,4.7,2,2.54,39
Aprilview Johnson Tapas,4.5,2,10.73,35
South Edwardhaven Johnson Café,4.0,4,7.35,14
New Juanchester Shields Lounge,3.5,1,3.88,92
Port Alec Glover Grill,4.2,1,2.7,44
South Alicia Terrell Bar,4.7,0,10.04,14
Duketown Flores Diner,4.5,2,6.94,28
Gallowayshire Cortez Bakery,4.2,1,9.29,35
West Michaelstad Miller Café,4.6,1,10.95,9
Johnburgh Berry House,4.7,2,8.46,23
Newtonfurt Hughes House,4.5,2,3.39,8
Garybury Washington Tapas,4.8,1,0.84,85
Hartmanborough Garcia Bistro,4.0,2,4.72,5
Port Brandyborough Russell House,4.0,3,9.42,17
Lake Christina Booker Eatery,4.2,1,6.34,73
Victorton Ruiz Eatery,3.8,3,11.65,29
West Danielle Lopez Bakery,4.3,1,5.62,95
West Kimberlyport Ayala Bar,4.6,1,7.8,107
Barnesshire Henry Kitchen,4.0,1,9.78,150
Harrisonhaven Bell Eatery,4.3,1,10.32,16
Gibbshaven Johnson Bar,4.7,2,12.74,8
North Alexandra May Bakery,4.3,3,6.97,29
Serranohaven Pratt Kitchen,3.4,2,10.55,13
North Amy Walton Bar,4.7,1,3.27,19
Davidview Burgess House,4.7,2,2.34,66
West Vanessaport Floyd Kitchen,4.1,2,11.24,66
Port Karlaport Murray Diner,4.2,0,8.04,63
Vancetown Jones Grill,4.5,3,6.87,16
North Kimberly Carpenter Tapas,3.7,2,7.89,6
South Margaretland Richardson Bistro,3.6,2,8.46,35
Bryanport Griffin Kitchen,4.4,1,8.0,38
Boyertown Brown Bar,4.5,1,5.43,34
Andersonfort Wright Eatery,4.2,2,7.17,6
North Julia Duke Lounge,4.2,2,7.65,9
North Jamesshire Martinez House,3.7,4,9.54,29
Suttontown Howell Bistro,3.2,1,6.39,39
South Davidville Thornton Bar,4.3,1,4.82,13
Coxshire Costa Bakery,4.3,1,9.57,93
West William Brown Grill,4.2,3,6.57,5
South Billyville Miller Lounge,4.6,1,10.44,8
New Garychester Webster Eatery,4.9,0,4.61,16
West Amy Graham House,4.0,2,13.36,20
Christopherstad Gonzalez Grill,3.7,3,6.22,97
Pierceville Williams Grill,3.9,2,2.94,291
Michaelfort Watson Lounge,4.6,3,3.47,86
New Jacobchester Johnson House,4.8,3,3.35,37
Port Aaronfort Lewis Café,4.4,2,9.62,10
Williamchester Sanchez Tapas,4.2,1,11.24,8
East Michaelfurt Robinson Bakery,4.1,2,11.87,19
Charlotteview Gonzales Grill,4.2,0,10.96,62
New Josephville Velez Diner,4.8,1,6.56,41
Hopkinshaven Edwards Lounge,3.5,1,10.8,41
New Daniel Mcdonald Café,3.9,3,6.15,52
Nashstad Gomez Bistro,4.3,2,3.71,10
East Michellebury Patton Bistro,4.6,2,11.61,186
Aprilview Turner House,4.3,3,5.89,58
Oscartown Wilson Eatery,4.3,2,5.33,5
Haynesfurt Meyers Kitchen,4.6,2,8.48,33
Port Richard Graham House,4.5,2,7.61,17
Gomezfort Rocha Lounge,4.5,2,9.46,345
South Paulaville Coffey Tapas,4.1,1,5.19,28
Lake Bill Mccarthy House,4.6,3,6.22,19
Phillipsstad Thompson Tapas,4.3,2,13.14,17
Port Paul Bishop Café,4.9,2,3.98,37
South Thomas Davis Bakery,4.6,3,5.29,35
Garcialand Pitts Lounge,4.4,4,10.73,156
Michellefurt Sweeney Bakery,3.7,4,10.4,5
Pinedashire Faulkner Bistro,4.2,3,8.55,596
Robertsview Howard Bistro,4.6,1,8.71,21
Jonesside Duffy Grill,4.1,2,4.19,21
South Robert Brown Bistro,4.5,2,10.39,184
Diazberg Jenkins Café,4.5,3,7.03,35
North Alexandriashire Terry Eatery,4.7,3,5.64,55
Luismouth David Bakery,4.7,3,12.49,21
Schroederville Doyle Bar,4.5,1,7.51,28
Gonzalesport Jacobs Bar,4.4,3,11.09,6
East Nicholas Castillo Grill,4.1,3,9.87,156
Jenkinsbury Johnson Bakery,4.3,2,10.04,8
Lake Evanstad Jones Bistro,4.3,1,9.5,50
Westport Williams Lounge,4.6,1,7.49,49
Port Mistymouth Price Diner,4.7,2,4.76,22
North Lisaberg Wade Eatery,4.0,3,11.06,7
Rodrigueztown Hopkins Grill,4.4,3,7.43,6
New Melindachester Jones Café,4.5,3,11.46,8
Dylanmouth Kemp Bar,3.8,2,7.36,110
Ruthmouth Robinson Lounge,4.0,1,3.54,8
Archerborough Taylor Bistro,4.8,2,12.86,58
West Maryland Alexander Café,4.7,3,2.74,5
New Leah Baxter Eatery,4.1,1,4.75,44
Port Derricktown Wallace Kitchen,4.1,2,10.19,14
Ramirezchester Ellis Grill,4.3,0,9.93,55
Reyesport Hawkins Café,4.1,1,9.62,254
Jamieshire Harris Tapas,4.5,2,8.56,58
South Mary Cox Bistro,4.1,3,10.17,59
East Paula Long Eatery,3.7,3,9.58,11
Melissaville Jennings Bistro,4.8,1,12.12,33
Thomaston Bell Lounge,4.4,2,3.21,91
West Antonio Rodriguez House,3.9,2,8.14,66
Stanleyside Williams Bar,4.7,2,7.29,61
West David Moss Lounge,4.3,4,10.17,5
Ortizside Martinez Bakery,3.9,2,12.37,29
East Hailey Brown Kitchen,4.4,2,2.68,5
Lauraton Forbes House,3.5,1,10.78,15
West Brentburgh Savage Eatery,5.0,1,1.83,227
Pughton Holt Kitchen,4.3,1,9.77,14
Katieville Johnson Eatery,4.5,2,8.75,41
North Madison Smith House,4.6,3,7.72,54
Buchananberg Orozco Diner,4.9,3,14.31,53
New Melissa Payne Grill,3.8,1,11.71,329
East Brett Rodriguez Tapas,4.6,3,9.72,43
New Kristinaside Browning Café,4.3,2,6.67,20
Port Marychester Patton House,4.7,1,10.83,33
New Aaron Patterson Grill,3.3,2,7.5,76
Kimberlyborough Fletcher Diner,2.7,2,6.59,29
Nealberg Hall Eatery,4.7,3,7.21,37
Lake Claudiafort Mack Bar,4.9,4,2.7,68
Bryanttown Lee Bakery,4.3,4,3.13,5
Hunterland Hernandez Kitchen,4.3,2,0.87,8
West Alan Farmer Bar,4.5,3,12.41,334
Emilymouth Thompson Lounge,4.4,2,10.66,5
Lake Kennethfort Mitchell Bar,4.2,3,1.49,90
South Jasonbury Miller Bar,4.5,2,10.8,31
Mckayside Anderson Bar,4.4,2,3.55,166
Christianbury Edwards Eatery,4.7,3,9.35,47
Melissastad Wilson Diner,4.2,3,1.42,393
West Robertland Ortiz Lounge,4.8,2,7.6,31
New Jamie Summers Tapas,4.7,3,4.75,141
North Kimberly Mckee Grill,4.7,1,8.35,69
Samanthamouth Ford Lounge,4.9,0,1.98,12
New Alicia Garcia Eatery,3.5,4,11.62,60
East Brandi Alvarado Bar,4.0,2,7.99,18
Maddoxtown Little Bakery,4.0,2,10.75,319
Curtismouth Price Bakery,4.5,3,9.65,15
Brennanmouth Drake Tapas,4.5,2,4.29,15
Shanemouth Hoffman Bistro,4.1,0,11.52,137
Melissafort Miller Grill,4.1,2,6.5,45
New Ashley Morrison Bakery,4.2,2,6.28,45
New Nathanhaven Valdez Bistro,4.6,2,7.72,32
West Kevinstad Copeland Grill,4.8,0,10.78,32
South Kellyport Peterson Lounge,4.3,3,7.83,44
Williambury Wagner Bistro,4.2,2,11.79,23
Lamview Whitaker Café,4.2,0,11.38,176
South Nicolestad Harris Lounge,4.5,3,5.11,367
New Alexandraland Jimenez Bar,4.1,1,7.22,6
Lake Jonathanshire Mendez Bistro,4.1,2,6.12,111
Lake Brookeview Johnson Bakery,4.2,3,10.77,6
New Valerie Cox Diner,3.9,2,6.09,95
Chrismouth Austin Café,4.2,1,3.99,10
Rayland Quinn Bakery,4.4,3,12.17,277
South Margaretville York Tapas,4.5,2,4.54,81
East Dylan Bowers Diner,3.6,2,14.16,11
Hopkinsport Espinoza House,4.3,2,5.78,50
Mcbridefort Pratt Kitchen,3.9,3,6.94,8
South John Tucker Bistro,3.9,2,11.25,9
New Edgar Miller Bar,4.3,1,9.69,15
Jensenburgh Daniels Grill,4.0,1,6.32,84
Port Michelle Jennings Lounge,4.7,2,10.11,47
Jenniferfurt Clark Bakery,4.0,3,8.98,103
East Alexander Sanchez Eatery,4.1,2,4.73,41
Jenniferburgh Aguirre Lounge,4.5,2,6.85,24
Port Kristen Rivera Lounge,4.3,3,6.05,57
Bairdfort Ray Grill,4.7,3,3.83,16
West Tammy Cunningham Eatery,4.4,2,10.28,171
Caitlynside Adams Bakery,3.7,2,6.53,137
South Linda Anderson Lounge,3.4,2,9.67,16
Contrerashaven Richards Café,4.3,3,10.96,32
South Alejandro Kaiser Eatery,4.4,0,10.28,15
Lake Lisaport Allen Kitchen,4.6,1,11.21,11
West Jennifer Harmon Kitchen,4.6,2,5.73,5
Tonyton Warren Kitchen,4.3,2,7.55,11
South Joshua Aguilar Tapas,4.7,3,8.14,5
South Pennyborough Carey House,4.7,2,12.09,21
Smithfort Harris Eatery,4.3,1,1.85,96
Hammondhaven Stone House,4.4,2,4.72,32
North Keithville Young Bistro,4.5,1,8.05,10
Johnton Brennan Eatery,4.3,3,5.13,90
North Ericshire Grant Bistro,4.1,3,4.26,40
Port Davidhaven Howard Kitchen,3.9,2,6.09,21
East Adam Simmons House,4.6,2,5.69,18
West Shelley Chapman Eatery,4.3,2,2.85,39
South James Brown Grill,3.6,3,11.73,57
East Sherrishire Wilson Diner,4.4,4,8.89,5
Timothyton Flores House,4.4,1,9.37,21
Jacksontown Harrison Bakery,3.8,3,5.98,5
Lake Christineton Carter Tapas,4.7,2,8.76,52
Port Charlesmouth Jones Bar,4.4,3,10.15,54
Lake Valerieborough Wilson Café,4.6,2,11.7,40
North Jessica Swanson House,4.7,2,5.98,47
Lake Patricia Guerra Kitchen,4.2,0,6.5,157
South Derek Dixon Bistro,4.6,2,6.12,11
Lake Holly Smith Tapas,4.3,1,10.82,11
Jacquelinetown York Lounge,4.8,2,9.55,40
Evelynberg Jacobson Grill,3.9,1,1.55,23
Kylieside Lewis Diner,3.8,4,9.85,83
Port Nicole Lawson Bistro,4.0,2,12.87,8
East Lisaburgh Francis Diner,4.6,2,13.22,22
Nielsenshire Browning Grill,4.9,2,6.45,33
Annamouth Hernandez Bistro,4.1,4,11.87,406
East Breannamouth Miller Café,4.4,0,6.97,106
East Emily Fleming Lounge,4.5,1,12.45,12
Gregorymouth Green Bar,3.7,1,9.83,32
Lake Mary Nunez Kitchen,4.9,1,12.5,16
Port Jakeland Price Lounge,4.3,1,6.95,55
East Michaelmouth Harper Bakery,3.6,2,9.07,32
Stephenburgh Lopez Bar,3.7,0,6.17,7
South Rebeccaport Juarez House,3.7,2,4.7,99
Heatherville Mason Grill,4.4,3,6.1,64
Wadeborough Higgins Eatery,4.4,1,10.85,15
West Michael Martinez Lounge,4.2,2,8.58,31
Jamesview Pitts Bistro,4.0,2,7.29,51
Rachelchester Duncan Bistro,4.7,3,3.07,30
Lake Danielmouth Kim House,4.8,2,10.89,31
Youngville Reid Diner,4.8,3,9.93,40
West Michael Mosley Eatery,4.1,4,10.68,5
North Michelle Burton Bar,3.6,1,8.48,106
Joshuabury Ramirez Tapas,4.9,2,12.98,21
New Stevenbury Johnson House,4.6,1,8.0,53
Brianaberg Mayo House,4.6,0,10.76,14
Cainfort Olson Tapas,4.5,2,1.95,69
Caitlinbury Lopez Grill,4.0,2,10.44,5
Campbellfort Phelps Tapas,3.3,2,9.82,40
Morganburgh Crane Diner,4.3,3,11.64,10
West Pamela Richard Kitchen,3.3,3,13.02,19
Oconnorport Rodriguez Lounge,3.2,1,10.28,7
Lake Kendra Smith Diner,4.7,1,10.19,90
Joshuaburgh Graves Eatery,4.7,0,8.52,32
Lake Johnton Richards Café,4.2,2,10.66,45
Port Kirsten Dodson Bistro,4.5,3,12.25,43
Madisonburgh Doyle Tapas,4.2,3,10.59,5
Quinnberg Gomez Bakery,3.9,4,7.35,349
Cisnerosfort Williams Eatery,4.6,3,10.77,15
East Danielleshire Riggs Eatery,4.3,2,8.04,122
East Shawn Moore Diner,4.6,1,9.4,17
Nicholastown Rivera Kitchen,4.4,2,9.73,37
Cameronton Duran Grill,4.3,2,11.78,20
Youngberg Boyd Eatery,4.1,2,7.16,12
North Megan Brown Eatery,4.3,2,11.02,44
Patriciaburgh James Diner,3.5,3,6.65,181
Chapmanview Warner House,4.2,1,11.32,77
Jonathantown Collins Tapas,4.1,1,9.74,47
Youngmouth Hill House,3.7,1,2.8,7
East Travis Padilla Bakery,3.8,2,4.53,18
North Prestonbury Nicholson Diner,4.4,2,11.5,44
Angelatown Doyle Café,4.7,2,5.44,5
Ayalabury Hall Bakery,4.0,2,5.43,139
Arielside Smith Lounge,4.5,3,3.24,177
Kingshire Carter Eatery,4.7,1,11.15,7
North Charles Reynolds Grill,4.1,3,14.03,61
Port Jessica Mendez Tapas,4.0,1,12.42,10
North Kevinberg Lewis Tapas,4.6,2,7.56,118
Tonyafort Weber Tapas,3.3,1,6.68,6
Port Micheal Robinson Grill,4.5,3,4.34,35
New Robin Hall Tapas,4.3,3,9.95,76
Lake Shannon Kelly Café,4.4,3,8.95,47
Carlside Jenkins Café,4.2,3,7.59,34
East Michealton Francis Kitchen,4.6,1,9.18,5
Lake Mitchellchester Hall Bistro,4.1,2,3.7,10
Adamfort Cherry Tapas,4.1,3,8.76,40
Russellton Rivers Diner,4.4,2,9.1,102
Dianefurt Jackson Eatery,4.7,2,10.61,117
Shannonshire Campos Tapas,4.6,1,4.48,11
Hillton Shaw Bar,4.0,2,13.76,5
South Michael Preston Tapas,3.9,1,7.41,5
Cheryltown Campbell Eatery,4.0,2,6.04,106
Johnsonside Young Lounge,4.4,3,9.99,25
East Marioberg Morales Diner,4.4,3,10.71,97
East Marc Armstrong Diner,4.6,2,8.97,38
South Derrickland Anderson Bakery,4.6,2,8.22,251
Lake Loriport Reeves Grill,4.4,4,11.13,173
New Anthony Johnson Bakery,4.3,0,2.75,35
